customer_id,application_date,age,gender,marital_status,dependents,monthly_income,employment_type,employment_months,requested_amount,loan_term_months,interest_rate,installment,debt_to_income,num_open_loans,num_credit_cards,has_mortgage,channel,region,default_90d
C000076,2023-05-30,53,M,single,2,9661.206244706113,self_employed,205,33772.99,24,8.0,1632.36,0.299,7,1,1,web,north,0
C000077,2022-05-10,68,F,single,4,971.4955270303379,self_employed,286,31866.11,12,22.09,3242.12,1.5,3,8,0,web,north,1
C000078,2022-07-15,51,M,married,1,2333.673735178522,permanent,358,15973.48,36,27.03,803.55,0.81,2,2,1,web,capital,1
C000079,2022-06-26,71,F,single,1,2996.640771096628,permanent,276,23659.42,12,15.81,2283.41,1.5,2,8,0,web,south,1
C000080,2023-08-21,32,F,single,3,4316.994283241196,contract,0,31066.22,48,16.2,1066.69,0.389,6,6,1,partner,east,1
C000081,2024-08-26,70,M,married,2,1596.6256257194632,permanent,267,31857.76,12,23.89,3289.11,1.5,1,7,1,call_center,west,1
C000082,2024-09-18,59,F,single,5,3220.4174743911367,permanent,200,23466.56,24,18.43,1338.1,0.868,4,2,1,web,capital,1
C000083,2024-05-06,52,F,single,5,1395.6666318692605,self_employed,305,22295.29,24,13.47,1179.2,1.496,2,7,0,web,south,1
C000084,2023-05-28,69,F,single,5,6962.941978097219,contract,24,47518.67,60,27.92,1897.72,0.65,6,8,0,branch,north,1
C000085,2023-10-30,57,M,single,4,968.9918710223551,permanent,14,28894.01,36,14.72,1156.94,1.5,4,4,0,partner,south,1
C000086,2023-04-10,31,M,married,2,1654.3799599645702,contract,18,45482.05,36,11.95,1716.29,1.5,8,3,0,branch,north,1
C000087,2022-02-03,69,F,married,3,8262.160437955303,permanent,151,20485.74,48,19.87,765.95,0.278,2,0,0,partner,north,1
C000088,2024-10-16,45,M,married,1,4733.0497040128685,self_employed,344,12348.54,48,18.44,447.0,0.181,7,1,0,web,west,0
C000089,2024-07-04,67,F,single,4,2829.463037019972,permanent,5,33416.86,36,29.37,1746.12,1.433,6,2,0,web,west,1
C000090,2022-05-17,73,M,married,5,1729.223603413778,contract,51,30234.9,60,15.1,884.38,0.852,5,7,0,web,east,1
C000091,2023-08-23,64,M,married,3,1391.3104502988083,self_employed,264,33243.5,60,19.13,1084.12,1.5,0,8,0,partner,capital,0
C000092,2023-08-08,20,F,divorced,0,2296.9668380865724,permanent,322,43454.0,24,13.7,2306.59,1.5,7,4,0,call_center,west,1
C000093,2022-08-31,34,F,married,4,2007.7452993101965,self_employed,334,32541.69,24,16.54,1804.35,1.5,8,8,1,partner,capital,1
C000094,2023-01-02,22,M,single,2,5933.37567153182,contract,27,33274.94,24,18.05,1887.09,0.911,9,8,0,partner,west,1
C000095,2022-01-11,25,M,single,5,5784.78373963319,self_employed,229,15976.4,48,15.36,537.3,0.174,4,5,0,partner,capital,1
C000096,2023-05-08,69,F,single,2,6536.608431576509,permanent,1,44148.57,48,14.2,1442.04,0.427,2,4,0,web,east,1
C000097,2023-12-14,56,M,married,0,5803.305202384027,unemployed,1,45381.83,60,16.84,1393.17,0.655,9,7,1,web,capital,1
C000098,2023-02-12,19,F,divorced,3,2189.60234277902,permanent,81,7753.32,36,15.62,316.31,0.712,6,4,0,web,south,1
C000099,2023-08-03,35,F,married,3,3064.191785630659,permanent,309,21023.54,60,14.15,598.27,0.412,5,2,0,web,capital,1
C000100,2024-05-04,64,F,single,3,6205.321411479058,contract,50,42937.31,12,17.11,4190.15,1.5,1,5,0,partner,east,1
C000101,2024-11-19,71,M,married,4,3982.601118368002,permanent,211,9890.13,60,15.82,295.26,0.224,10,5,1,web,south,1
C000102,2022-07-02,26,F,widowed,3,3024.100987487802,permanent,290,44154.85,48,13.79,1427.46,1.271,4,6,1,web,east,1
C000103,2024-08-08,25,M,married,2,2947.5855808964843,contract,32,24339.09,12,16.18,2356.37,1.357,6,4,1,call_center,capital,1
C000104,2022-01-27,23,F,married,5,2639.959972758455,permanent,208,31958.9,24,11.5,1637.96,1.162,5,7,0,web,north,1
C000105,2023-12-25,50,M,single,4,3017.9664024180474,permanent,223,28278.45,12,17.09,2759.2,1.5,8,1,1,web,capital,1
C000106,2024-08-02,61,F,divorced,5,2623.881404130215,permanent,151,52764.59,24,18.99,3033.45,1.5,2,6,0,partner,west,1
C000107,2023-02-16,44,M,single,0,2233.707775326365,self_employed,75,26874.09,36,23.61,1275.23,1.352,8,1,0,web,capital,1
C000108,2024-06-01,34,F,divorced,1,2889.5307845558614,permanent,328,46505.75,48,18.81,1697.93,1.208,6,1,0,branch,capital,1
C000109,2022-09-04,18,F,single,3,1300.3324498700797,permanent,179,8336.43,48,12.5,260.52,0.0,8,0,1,partner,capital,1
C000110,2023-11-16,35,F,single,2,1137.4894996710084,contract,4,37760.91,36,18.95,1645.36,1.5,5,8,1,web,capital,1
C000111,2023-08-06,41,M,single,3,1502.329515759591,self_employed,155,11419.23,48,22.74,454.27,0.724,5,5,0,web,east,1
C000112,2022-03-09,45,F,single,0,1581.8743935121458,permanent,190,39486.26,60,18.53,1267.94,1.366,9,4,0,web,east,1
C000113,2023-04-14,22,M,married,2,2330.229954259596,permanent,52,26733.31,36,20.08,1189.91,0.766,7,2,0,branch,capital,1
C000114,2022-10-27,45,F,married,1,2065.065061924345,permanent,293,47308.42,36,18.14,2029.41,1.5,2,3,0,partner,south,1
C000115,2022-03-07,35,F,married,1,4238.354400138189,self_employed,161,38951.78,48,15.94,1328.99,0.772,8,3,0,call_center,capital,1
C000116,2023-09-01,57,F,single,2,1301.982111775393,permanent,232,26579.46,48,20.07,998.33,1.5,2,7,0,call_center,east,1
C000117,2022-01-17,34,M,widowed,2,1980.0419611916216,permanent,272,44205.89,12,14.25,4208.76,1.5,5,4,0,web,capital,1
C000118,2024-06-07,26,M,married,4,3336.5569655000504,permanent,16,40031.7,60,18.53,1285.18,0.862,3,5,1,call_center,capital,0
C000119,2023-08-05,57,M,single,4,1967.3150136562008,contract,33,33427.12,24,14.45,1795.23,1.5,3,8,1,call_center,capital,1
C000120,2023-08-26,32,F,married,5,6011.767315300242,self_employed,324,39907.46,36,18.11,1710.66,0.787,5,5,1,branch,north,1
C000121,2024-01-09,70,F,single,1,1441.376735683463,self_employed,70,43028.49,36,22.04,1985.36,1.5,2,6,1,partner,capital,1
C000122,2022-04-08,68,M,single,5,1087.5967746753538,unemployed,1,46126.87,60,34.02,2076.3,1.5,8,0,1,web,capital,1
C000123,2022-01-14,57,F,married,4,4559.797728745888,permanent,349,39780.61,36,13.82,1563.02,0.776,6,6,0,branch,capital,1
C000124,2022-02-02,29,F,divorced,3,2840.040225549363,permanent,166,13845.74,60,16.82,424.89,0.417,5,1,0,partner,capital,1
C000125,2022-03-18,42,F,married,0,2825.8768368930746,unemployed,3,27229.9,36,18.06,1166.17,0.879,9,7,0,branch,north,1
C000126,2024-05-24,21,M,married,2,1279.5170811687772,permanent,153,42641.87,48,10.43,1258.93,1.5,3,1,0,web,capital,1
C000127,2022-11-19,40,M,single,3,3156.631783455326,permanent,61,37034.58,36,14.75,1484.06,1.175,9,2,1,partner,capital,1
C000128,2024-08-08,18,F,married,2,4764.591867396834,contract,8,21150.83,36,18.98,922.11,0.257,6,4,0,partner,east,1
C000129,2024-12-02,22,M,single,5,2263.309039467551,self_employed,229,8706.54,36,11.2,323.14,0.333,5,8,1,call_center,north,1
C000130,2022-02-28,30,M,married,0,1730.8133529204408,self_employed,145,37040.95,48,22.39,1462.69,1.5,10,5,0,partner,capital,1
C000131,2024-06-01,43,M,single,0,1257.8674994115038,permanent,316,30714.73,24,25.08,1921.8,1.5,10,7,0,partner,north,1
C000132,2024-12-10,37,F,married,5,987.540417981136,self_employed,106,35263.48,36,15.92,1447.33,1.5,0,5,1,web,south,1
C000133,2023-07-28,62,F,single,5,3596.406294423753,permanent,263,25284.29,12,25.28,2639.68,1.5,0,1,1,partner,north,1
C000134,2024-03-12,58,F,married,4,1964.9446927603806,permanent,263,17702.15,24,26.97,1135.38,1.5,10,7,1,call_center,capital,1
C000135,2022-06-27,19,M,married,4,2896.8260981793237,self_employed,333,19292.99,36,18.51,833.55,0.573,9,1,0,web,east,1
C000136,2023-11-23,58,F,divorced,2,1039.8141703046344,unemployed,1,47349.85,60,20.62,1602.7,1.5,2,0,0,partner,north,1
C000137,2024-07-28,39,F,single,1,800.0,permanent,145,20738.04,12,17.13,2024.28,1.5,1,7,1,web,capital,1
C000138,2022-07-19,48,F,divorced,4,2392.129260428615,self_employed,26,32592.51,36,18.85,1417.35,1.262,3,6,0,call_center,capital,1
C000139,2022-07-18,62,F,single,4,1254.3644085527071,contract,16,46263.29,12,19.11,4591.96,1.5,9,3,1,partner,north,1
C000140,2024-01-22,75,F,single,4,1770.041837491518,permanent,90,46575.66,36,18.75,2021.63,1.5,7,1,0,web,north,1
C000141,2022-11-04,37,F,single,3,1936.0438692942557,permanent,357,35546.38,36,22.79,1662.49,1.5,10,1,0,web,south,1
C000142,2023-06-17,29,F,divorced,4,1592.8087216879267,contract,21,48637.05,24,12.41,2529.61,1.5,2,4,0,web,north,1
C000143,2023-10-27,24,M,married,1,1183.6705300766253,permanent,63,39403.97,36,28.18,2019.98,1.5,7,0,1,partner,north,1
C000144,2022-02-25,31,F,married,2,5585.13177440573,permanent,86,33392.24,48,30.35,1540.09,0.661,8,1,0,web,capital,1
C000145,2023-12-03,30,M,single,3,3082.754065733489,contract,28,31940.64,36,17.75,1359.6,0.836,8,0,1,partner,capital,1
C000146,2022-07-28,39,F,single,1,1975.0589514264416,permanent,266,26306.81,12,19.63,2622.54,1.5,0,2,1,web,capital,1
C000147,2022-09-24,64,F,married,0,1334.7597916666157,self_employed,161,32744.82,36,13.42,1275.68,1.5,2,1,1,web,east,1
C000148,2022-03-12,30,M,married,0,2420.1157463214267,permanent,277,31119.63,24,24.88,1941.89,1.5,0,0,1,partner,capital,1
C000149,2023-05-08,70,M,single,4,2880.4481035884073,self_employed,33,24371.91,24,21.12,1444.39,0.862,5,6,0,web,capital,1
C000150,2022-01-11,27,M,married,5,3514.9444585819774,contract,33,32675.96,60,23.26,1178.03,0.514,3,5,1,call_center,north,1
C000151,2023-06-17,34,M,single,5,1182.0830418159014,permanent,79,33475.84,36,22.03,1544.34,1.5,8,7,0,partner,capital,1
C000152,2022-03-09,36,M,married,4,6071.544363690852,permanent,92,17939.66,48,25.76,758.86,0.207,1,5,0,branch,west,1
C000153,2022-09-24,58,M,married,2,872.1231488401193,permanent,326,5000.0,36,13.58,195.47,0.485,6,5,0,web,capital,1
C000154,2023-05-12,55,F,divorced,2,1015.8992937882108,permanent,349,5000.0,60,14.45,143.56,0.244,3,4,0,web,east,1
C000155,2023-08-01,68,M,married,2,2456.1959714218438,permanent,352,5000.0,48,18.38,180.76,0.291,8,5,0,web,capital,1
C000156,2022-06-07,49,F,single,1,2169.899700682783,contract,6,31889.96,24,14.59,1716.5,1.5,8,3,0,call_center,east,1
C000157,2023-08-25,19,M,widowed,1,3072.552810744343,self_employed,75,30422.98,48,17.97,1089.51,0.962,10,1,0,web,north,1
C000158,2022-05-06,43,M,single,5,1026.8066348549955,contract,32,24529.69,36,20.54,1101.29,1.5,2,8,1,branch,capital,1
C000159,2024-12-04,65,M,married,2,2783.986078439634,permanent,353,15700.2,36,13.67,615.02,0.416,0,3,1,call_center,west,0
C000160,2024-03-02,57,M,single,4,1886.866938853666,permanent,189,25861.54,36,14.35,1027.65,0.702,10,3,1,web,capital,0
C000161,2023-07-20,23,M,married,2,2595.5791229578053,permanent,294,33564.85,36,19.13,1467.46,1.169,8,1,0,partner,north,1
C000162,2022-04-07,60,M,married,0,4486.459758522788,self_employed,121,34943.3,36,14.33,1387.95,0.807,9,2,0,web,south,1
C000163,2022-03-13,61,M,married,5,2333.052928917114,permanent,21,42268.4,12,15.91,4082.85,1.5,8,2,0,web,capital,1
C000164,2022-12-02,28,M,widowed,0,1747.8276091291727,unemployed,5,34806.09,24,16.97,1942.45,1.5,3,4,0,partner,capital,1
C000165,2024-09-29,60,M,married,5,2390.336379670257,self_employed,318,26283.75,36,16.14,1083.58,1.143,0,7,0,branch,south,1
C000166,2022-10-23,28,M,married,4,3595.174404176886,self_employed,201,38197.37,24,24.43,2369.29,1.5,1,4,0,call_center,capital,1
C000167,2024-06-19,47,F,single,5,1625.2574871126317,permanent,200,36626.66,48,17.67,1302.5,1.5,2,1,0,branch,south,0
C000168,2022-11-18,68,F,single,2,1479.3882354987215,permanent,136,57632.46,12,19.12,5721.0,1.5,10,5,0,branch,west,1
C000169,2023-06-17,45,F,single,3,5572.5596951214675,unemployed,0,39978.02,24,16.56,2217.47,0.966,10,7,0,web,west,0
C000170,2022-09-20,19,M,single,1,1502.460354359818,self_employed,105,38104.69,60,12.17,1021.44,0.917,10,7,0,branch,west,1
C000171,2023-10-19,67,M,married,4,6045.047197267824,permanent,235,33014.8,24,21.09,1955.76,0.792,8,4,0,branch,north,1
C000172,2024-02-01,52,M,married,2,3794.5430729877676,contract,35,26918.24,36,22.86,1260.49,0.78,4,7,0,web,capital,1
C000173,2023-08-22,24,M,divorced,1,3044.831583719088,permanent,324,11902.95,24,8.56,580.85,0.396,2,5,1,web,west,1
C000174,2024-09-04,56,M,married,5,9533.864601360323,self_employed,241,38654.93,48,18.52,1401.92,0.301,7,5,0,web,east,0
C000175,2024-06-07,56,M,married,2,1413.9575189700058,contract,12,44015.02,12,22.56,4495.55,1.5,8,0,0,partner,capital,1
C000176,2022-03-31,66,F,married,4,5933.278048126639,permanent,28,17121.18,48,13.38,547.55,0.249,8,6,0,call_center,east,0
C000177,2023-05-15,60,M,single,1,2756.012463187687,contract,50,29304.4,48,12.22,908.82,0.8,5,2,0,web,east,1
C000178,2024-02-12,18,F,divorced,1,2950.455466231622,permanent,125,46948.7,60,24.56,1743.25,1.366,1,3,1,web,capital,1
C000179,2024-10-28,55,F,single,4,2778.2416502304245,contract,22,40605.33,48,22.33,1601.46,1.152,7,6,0,call_center,east,1
C000180,2023-03-18,20,F,married,2,1767.7413334683763,permanent,59,53658.21,24,16.96,2994.34,1.5,7,3,0,web,north,1
C000181,2022-11-08,34,F,married,2,5849.584046752826,contract,3,47649.57,48,16.28,1639.06,0.482,3,8,1,web,capital,1
C000182,2023-07-16,19,F,single,2,2192.119210231969,permanent,174,39432.55,48,18.39,1425.92,1.5,8,1,0,web,north,1
C000183,2023-09-23,68,M,married,1,2679.060101182569,permanent,22,26939.34,36,26.13,1335.01,1.292,4,5,0,partner,east,1
C000184,2023-10-22,70,F,married,4,3377.1960254721307,self_employed,88,42773.01,12,19.57,4262.09,1.5,0,8,0,partner,east,1
C000185,2022-08-23,60,F,married,2,1849.5161142501252,permanent,26,20666.82,36,19.6,911.6,1.263,5,8,0,partner,east,1
C000186,2022-01-19,22,M,married,5,7879.186452590492,permanent,48,29908.97,60,9.86,744.33,0.283,10,0,0,partner,capital,1
C000187,2023-05-25,63,M,married,3,3636.3268217276886,permanent,182,44621.49,48,18.45,1615.81,0.852,9,0,0,web,east,1
C000188,2022-09-02,70,M,divorced,1,2179.8366825034864,permanent,220,40621.54,36,8.0,1399.19,1.5,2,4,0,web,east,1
C000189,2023-01-10,43,M,single,5,3939.440412204171,permanent,314,53503.92,24,22.61,3237.21,1.5,9,6,0,partner,south,1
C000190,2022-10-16,66,F,married,3,7923.932296691313,contract,17,22372.0,48,16.16,767.4,0.309,9,6,0,partner,capital,1
C000191,2023-05-01,30,F,single,5,2474.763467589339,self_employed,61,32124.57,24,18.66,1838.05,1.5,0,6,1,partner,capital,1
C000192,2022-05-06,61,F,single,4,9985.611060822952,contract,8,19163.72,48,15.36,644.59,0.135,4,2,0,web,capital,0
C000193,2022-11-18,23,F,married,1,6825.993620027324,permanent,151,7516.03,48,21.92,293.85,0.033,3,0,0,partner,east,1
C000194,2022-01-24,65,M,single,0,2282.3929074956563,self_employed,235,21011.67,36,22.75,981.95,0.947,6,8,0,web,capital,1
C000195,2022-02-10,64,M,single,0,1971.6937089493188,self_employed,195,25905.49,24,15.25,1408.66,1.393,6,8,0,partner,south,1
C000196,2024-10-01,73,F,divorced,3,3043.466322873888,permanent,275,34918.14,48,22.05,1369.05,0.834,6,5,0,web,north,1
C000197,2022-09-14,70,M,divorced,3,3177.9147110491153,self_employed,319,33936.9,36,18.96,1478.9,1.105,8,5,0,web,capital,1
C000198,2022-01-15,44,F,single,0,911.6896855115851,permanent,195,34263.29,60,12.91,939.71,1.5,6,8,0,branch,west,1
C000199,2022-10-22,38,M,married,2,4637.370392764144,permanent,205,33876.67,24,14.18,1811.85,0.888,5,8,1,partner,capital,1
C000200,2024-09-05,50,F,married,1,1623.5491897171582,contract,42,32660.25,48,19.16,1201.92,1.5,5,4,0,partner,capital,1
C000201,2023-03-29,35,F,divorced,4,979.739815611701,unemployed,1,22396.19,60,10.36,566.67,1.128,3,8,1,branch,capital,1
C000202,2023-10-01,62,M,married,2,4222.16303918287,permanent,249,30428.06,24,14.91,1645.98,0.821,3,4,0,partner,west,1
C000203,2023-04-23,58,F,single,1,4256.51670853934,permanent,241,19864.28,60,14.79,575.85,0.318,9,6,0,partner,south,1
C000204,2024-02-27,66,M,married,3,5498.190210247948,unemployed,4,29576.7,36,20.49,1326.69,0.593,7,6,1,web,south,1
C000205,2022-10-20,45,M,divorced,4,5159.0430659653,unemployed,4,20034.17,60,24.74,746.87,0.227,7,7,0,partner,west,0
C000206,2024-05-02,32,M,divorced,3,1845.9135308111386,unemployed,5,44408.28,24,18.83,2547.14,1.5,5,1,0,web,east,1
C000207,2024-05-23,42,M,divorced,4,1620.836570163587,self_employed,173,40527.07,24,21.57,2417.04,1.5,7,6,0,partner,north,1
